,comment,rating,class,clean_comment,sentiment,sentiment_predict
590,"pesanan cepat hanya 1 hari, exp masih lama 2024
",5,1,pesan cepat hari masih lama,1,1
591,Smoga ngefek d kulit aku dan packingnya sngat rapi,5,1,smoga ngefek d kulit aku packingnya sngat rapi,1,1
592,"packing rapi n aman, proses cepat. gx lengket n cepat mwresap",5,1,packing rapi n aman proses cepat gx lengket n cepat mwresap,1,1
593,"cepat, bagus produknya",5,1,cepat bagus produk,1,1
594,"Produk sesuai gambar & deskripsi, dikemas rapi & aman sesuai pesanan, exp produk msh sgt lama. proses & pengiriman sgt cepat. recommended official store👍 suk... ",5,1,produk sesuai gambar deskripsi kemas rapi aman sesuai pesan produk msh sgt lama proses kirim sgt cepat recommended official store suk,1,1
595,packing rapih. bubble wrap tebeeel👍🏻,5,1,packing rapih bubble wrap tebel,1,1
596,"Aromanya harum, enak dipakainya.",5,1,aroma harum enak pakai,1,1
597,.mantap jiwa suka bgt pokke,5,1,mantap jiwa suka bgt pokke,1,1
598,"kirain sabunnya uda discontinued, taunya masih ada
happy bgt, dr SMP pake sabun ini, cocok banget, muka jd lembut bgt",5,1,kirain sabun uda discontinued tau ada happy bgt dr smp pake sabun cocok banget muka jd lembut bgt,1,1
599,"lebih praktis dibanding kan dengan yang bubuk/powder/serbuk apa yah bahasa nya pokonya yang di sachet, 
aroma dan warna nya pun jadi berbeda. 
tapi untuk kualitas lebih b... ",4,1,lebih praktis banding kan bubukpowderserbuk apa yah bahasa nya poko yang di sachet aroma warna nya jadi beda untuk kualitas lebih b,1,1
600,berulang pesan disini dan selalu dapet bonus....pertahankan,5,1,ulang pesan sini selalu dapet bonuspertahankan,1,1
601,palsu gak ada efek efekkkk,1,1,palsu gak efek efek,0,0
602,"padahal sering beli, tapi ini dapetnya botol ga di segel plastik (pembanding liat yg dibeli sebelahnya), bocor, isinya berkurang. kok payah gini sih handlenya",2,1,padahal sering beli ini dapetnya botol ga segel plastik banding liat beli belah bocor isi kurang kok payah gin sih handlenya,0,0
603,"expired cepat kaliii.. karna jarang pake kirain bisa simpan lama. lain kali jangan begini. 
",1,1,expired cepat kali karna jarang pake kirain simpan lama kali jangan begini,0,0
604,best untuk melancarkan BaB,5,1,best lancar bab,1,1
605,Surprise beli disini. Super fast response. Di layani dengan baik. Kualitas barang sesuai. Packing super rapi dan aman. Serious seller. Asset tokopedia. Appreciate untuk e... ,5,1,surprise beli sini super fast response layan baik kualitas barang sesuai packing super rapi aman serious seller asset tokopedia appreciate e,1,1
606,Paket datang cepat. Pengemasannya rapi. Dapat bonus lagi.. Puas bgt 👍,5,1,paket datang cepat emas rapi bonus puas bgt,1,1
607,pngriman lama,3,1,pngriman lama,0,0
608,"pakingnya bagus..aman
",5,1,paking bagusaman,1,1
609,"ini bagus banget sih eyebrownya paling enak gak keras bgt tapi gak lembek juga
dan yang paling penting gak gampang patah dong 🥰🥰🥰
punyaku yang dulu sering banget jatoh... ",5,1,bagus banget sih eyebrownya paling enak gak keras bgt gak lembek dan paling penting gak gampang patah dong punya dulu sering banget jatoh,1,1
610,tutup nga bisa di buka jd tidak terpakai,1,1,tutup nga di buka jd pakai,0,0
611,"barang sudah sampai dengan selamat dan rapi , respon jg cepat. thank youu",5,1,barang sampai selamat rapi respon jg cepat thank youu,1,1
612,Biarkan bintang yang berbicara gan..,5,1,biar bintang bicara gan,1,1
613,"
Exp produk masih lama",5,1,produk lama,1,1
614,trimakasih sdh sampai pesanannya...senang belanja di sini..,5,1,trimakasih sdh pesanannyasenang belanja sini,1,1
615,"mohon tulis alamat lengkap, sesuai dengan alamat yg tercantum agar pengirim tidak repot mencarinya",3,1,mohon tulis alamat lengkap sesuai alamat cantum kirim repot cari,0,0
616,"Alhamdulillah barang sampai, dikasih bonus permen juga😁
Terimakasih🙏🏻",5,1,alhamdulillah barang kasih bonus permen terimakasih,1,1
617,"Packing an nya juwarrrrraaa... udah pake plastik bubble tebbbeelll,, trus pake kardus juga.. bonus permen juga lagihhh.. 👏👏👏😍😍😍😍 

Pokoknya suka banget aq tuuhhh s... ",5,1,packing an nya juwara udah pake plastik bubble tebeel trus pake kardus bonus permen lagih pokok suka banget aq tuuh s,1,1
618,Tidak Sesuai dengan gambar. Wangi nya tidak sama ,3,1,sesuai gambar wangi nya sama,0,0
619,"Udah lama ga beli mundisari, eh taunya skrg isinya bukan kuning lagi tp putih.
Thx seller. Thx juga gimik permen nya😅🙏",5,1,udah lama ga beli mundisari eh tau skrg isi bukan kuning tp putih thx seller thx gimik permen nya,1,1
620,"sesuai pesanan. packaging rapih aman
",5,1,sesuai pesan packaging rapih aman,1,1
621,dikasih banyak bonus,5,1,kasih banyak bonus,1,1
622,Lamaaaaaaa banget delivery pakai WAHANA.,3,1,lama banget delivery pakai wahana,0,0
623,Pengemasan cepat. Barang bagus hanya saja kantor saya lagi tutup jadi diambil sama kurir dan dikirim lagi lumayan lama. Overall baik,5,1,emas cepat barang bagus saja kantor tutup jadi ambil sama kurir kirim lagi lumayan lama overall baik,1,1
624,"sewaktu diterima,  ada bocor di luar sampai kardusnya berminyak. ",3,1,waktu terima bocor luar kardus minyak,0,0
625,Lembut dan harum,5,1,lembut harum,1,1
626,"terimakasih kak , dpt bonus lg",5,1,terimakasih kak dpt bonus lg,1,1
627,Saya pesen bundling tapi yg dikirim cm 1 😔,5,1,sen bundling yg kirim cm,1,0
628,"alhamdulillaah sudah sampai beras kencurnya.. packingnya juga aman..  terimakasih untuk Mustika ratu, Tokopedia dan kurirnya yg amannah",5,1,alhamdulillaah sampai beras kencur packingnya aman terimakasih mustika ratu tokopedia kurir amannah,1,1
629,lebih baik beli langsung kalo ada kerusakan ngga banget nunggunya dan ngga ada penggantian juga,2,1,lebih baik beli langsung kalo rusa ngga banget nunggunya ngga ganti,0,0
630,"best banget,dah promo bundling harga murah ,dpat 2 produk gratisan lagiii.
senang banget gak nyesel belanja disini 👍👍👍",5,1,best bangetdah promo bundling harga murah dpat produk gratis senang banget gak nyesel belanja sini,1,1
631,"pengiriman lama bangetttt...
padahal udah pake pengiriman yang satu hari nyampe...",1,1,kirim lama banget padahal udah pake kirim satu hari nyampe,0,0
632,sukaa jahenya hangat..,5,1,sukaa jahe hangat,1,1
633,"Tidak direkomendasi, barang yang diterima segel bagian atas tube bocor, isi  banyak yang tumpah dalam paket dan perlu diingat isinya alkohol bila bocor gampang menguap. Q... ",1,1,rekomendasi barang terima segel bagi atas tube bocor isi banyak tumpah paket perlu ingat isi alkohol bila bocor gampang uap q,0,0
634,"Barangnya lengkap, pengirimannya cepat, penjualnya ramah",5,1,barang lengkap kirim cepat jual ramah,1,1
635,"saya gak tau ini tekstur produknya harus kayak gmn. tp d situ tertulis ""gel"". tp produk yg saya dpt,  sangat encer. dan berbau tengik. ketika d coba d tangan, mas... ",2,1,gak tau tekstur produk kayak gmn tp d situ tulis gel tp produk saya dpt sangat encer bau tengik d coba d tangan mas,0,0
636,bagus rapi,5,1,bagus rapi,1,1
637,Pengiriman cepat. Exp 2023. Thank you,5,1,kirim cepat thank you,1,1
638,pengiriman lama sekali,3,1,kirim lama sekali,0,0
639,"ok packingnya, rapi sekali barang aman sampai ke pembeli",5,1,packingnya rapi sekali barang aman ke beli,1,1
640,Terima kasih bonus nya. Matulll,5,1,terima kasih bonus nya matul,1,1
641,Produk berkualitas dan pengiriman cepat 👍👍,5,1,produk kualitas kirim cepat,1,1
642,"tutupnya gampang rusak, nga bisa di tutupin lagi, kaya pernya rusak ",4,1,tutup gampang rusak nga di tutupin kaya per rusak,1,0
643,"respon seller bagus, pengemasan bagus rapih",5,1,respon seller bagus emas bagus rapih,1,1
644,sangat di sayangkan kecewa banget dengan pelayanan disini.padahal saya pengguna setia  produk mustika ratu.bikin kapok belanja produk mustika ratu disini ga lagi lagi..no... ,1,1,sangat sayang kecewa banget layan disinipadahal guna setia produk mustika ratubikin kapok belanja produk mustika ratu sini ga lagino,0,0
645,"layanan pengiriman anteraja ga banget, ga ada se profesional JNE 
TRS dari pihak Mr juga krng responsif thd keluhan pelanggan, beda klo belanja di marthatilaar, respon ce... ",2,1,layan kirim anteraja ga banget ga se profesional jne trs pihak mr krng responsif thd keluh langgan beda klo belanja marthatilaar respon ce,0,0
646,"beli tiga bundle yang kekirim cuma 2, karena lupa video dari awal unboxing, jadinya ga dapat return, ",1,1,beli tiga bundle kirim cuma lupa video awal unboxing jadi ga return,0,0
647,"Kecewa banget sama pelayanannya. Saya pesan dua kali tapi yang satu gagal pengiriman karena terlalu lama tidak dipickup. Setiap ditanyakan tidak ada kejelasan, cuam salin... ",2,1,kecewa banget sama layan pesan kali yang satu gagal kirim terlalu lama dipickup tanya ada jelas cuam salin,0,0
648,"Mantap, trima kasih barang dah
 sampe dengan baik. Murah dan dapat bonus lagi, exp jg masih 2025.",5,1,mantap trima kasih barang sampe baik murah dapat bonus exp jg,1,1
649,"ini masker legend. khasiatnya sih gak perlu diragukan. btw, bntknya ternyata kecil. travel friendly bgt. gampang dibawa kmn2. btw, gemesh bgt sih beli barang murah tp dpt... ",5,1,masker legend khasiat sih gak perlu ragu btw bntknya nyata kecil travel friendly bgt gampang bawa kmn btw gemesh bgt sih beli barang murah tp dpt,1,1
650,"Sesuai pesanan dan deskripsi
Trs ada bonus body spray nya makasih yaa",5,1,sesuai pesan deskripsi trs bonus body spray nya makasih yaa,1,1
651,packingnya bagus banget... top,5,1,packingnya bagus banget top,1,1
652,"Thanks ya gratisan body spray nya ..
",5,1,thanks gratis body spray nya,1,1
653,"dapet harga diskon,tapi minyaknya pada bocor karna ga di segel/di isolatip.",4,1,dapet harga diskontapi minyak bocor karna ga segeldi isolatip,1,0
654,"Karet nya kendor,, nga kek biasa yang saya beli",3,1,karet nya kendor nga kek biasa saya beli,0,0
655,krg suka krn pengiriman lama. ,4,1,krg suka krn kirim lama,1,0
656,Barang sesuai estimasi sampainya👍👍,5,1,barang sesuai estimasi sampai,1,1
657,"expired nya cepet bgt, beli bulan januari 2021, barang nya exp nya oktober 2021 😑, tp aku gak tahu di produksi nya kapan
ak sering beli produk mustika ratu cem2an hair t... ",1,1,expired nya cepet bgt beli bulan januari barang nya nya oktober tp aku gak tahu produksi nya kapan ak sering beli produk mustika ratu ceman hair t,0,0
658,"bagus barangnya....packingnya jg bagus
",5,1,bagus barangnyapackingnya jg bagus,1,1
659,"Pengiriman cepat.
Packing bagus.
Expiered masih lama.
 ",5,1,kirim cepat packing bagus expiered lama,1,1
660,paket sdh sampai. thanks ya,5,1,paket sdh thanks,1,1
661,Praktis untuk yg mau minum jahe..rasanya enak bgt..,5,1,praktis yg mau minum jaherasanya enak bgt,1,1
662,"Sebaiknya layanan kirim Same Day di hilangkan saja dr toko ini,kalau ga bs kirim di hari yg sama. Saya pesan dibawah jam 12, di kirim nya besok. Tau bgtu saya pilih pengi... ",3,1,baik layan kirim same day hilang dr toko inikalau ga bs kirim hari sama pesan bawah jam kirim nya besok tau bgtu pilih pengi,0,0
663,bau ny harum segar cuma dipakai agak lengket,3,1,bau ny harum segar cuma pakai lengket,0,0
664,kurang cocok di bibir ak jd lbh kering pecah2 jg 😭😭,2,1,kurang cocok bibir ak jd lbh kering pecah jg,0,0
665,"kenapa isinya seperti ini ya? cair sekali.. bukan berbentuk gel atau cream.. susah dipakai untuk peeling, jangankan angkat komedo, nempel di wajah aja tidak.",2,1,isi ini cair sekali bukan bentuk gel cream susah pakai peeling jangan angkat komedo nempel wajah aja,0,0
666,Barang free ga sesuai deskripsi,2,1,barang free ga sesuai deskripsi,0,0
667,Pengiriman super cepat dan packing barangnya juga aman. Thanks seller,5,1,kirim super cepat packing barang aman thanks seller,1,1
668,"sesuai pesanan.. dan  cepat pengiriman... rekomen seller...

terimakasih banyak",5,1,sesuai pesan cepat kirim rekomen seller terimakasih banyak,1,1
669,"fast respon,pengiriman juga cepat,packing aman,barang sesuai dan free body spray",5,1,fast responpengiriman cepatpacking amanbarang sesuai free body spray,1,1
670,"Maaf baru kasih review, packing sempurna dan brg kondisinya oke. Trims",5,1,maaf baru kasih review packing sempurna brg kondisi oke trims,1,1
671,produk sudah diterima dengan baik. seller responsif. pengiriman sangat cepat. thankyou yaaa seller,5,1,produk terima baik seller responsif kirim sangat cepat thankyou seller,1,1
672,beli pas flash sale. murah...,5,1,beli pas flash sale murah,1,1
673,wangi. bagus shampo nya. cocok di aku,5,1,wangi bagus shampo nya cocok aku,1,1
674,"rambut ku jadi wangi, tebal, kuat",5,1,rambut ku jadi wangi tebal kuat,1,1
675,"wangi nya sy suka, calm, dpt hrg murah.. recomended ",5,1,wangi nya sy suka calm dpt hrg murah recomended,1,1
676,"Baunya wangi dan tahan lama, seller fast respon, sangat cepat menangani orderan. trims ya.",5,1,bau wangi tahan lama seller fast respon sangat cepat tangan order trims,1,1
677,kemasan rapih.. buble nya tebel. barang aman sentosa..  terimakasih kakak😊,5,1,kemas rapih buble nya tebel barang aman sentosa terimakasih kakak,1,1
678,bagus aman mantab,5,1,bagus aman mantab,1,1
679,"makasib barang sampai dengan selamat ,packing nya rapih banget the best🌹",5,1,makasib barang dengan selamat packing nya rapih banget the best,1,1
680,packing oke rapih di bubble juga. begitu baca komposisi agak shock. dr 500 gr beras kencur 440gr gula.🙄🙄,3,1,packing oke rapih bubble begitu baca komposisi shock dr gr beras kencur gr gula,0,0
681,Proses dan pengiriman barang terlalu lama... Hampir 1 minggu kaya kirim dari luar pulau aza...,3,1,proses kirim barang terlalu lama hampir minggu kaya kirim luar pulau aza,0,0
682,"skin care-an ga perlu mahal dan produk luar negeri,  mustika ratu produknya berkualitas semua dg harga terbaik",5,1,skin carean ga perlu mahal produk luar negeri mustika ratu produk kualitas semua dg harga baik,1,1
683,terima kasih dikasih body spray lagi. terima ksh mustika sering sering dikasih hadiah ya 👍,5,1,terima kasih kasih body spray terima ksh mustika sering sering kasih hadiah,1,1
684,TOP pokoknya,5,1,top pokok,1,1
685,"pengirimannya cepet, mudah2an cocok ya",5,1,kirim cepet mudah cocok,1,1
686,barang bagus sesuai. packing sangat aman dobel kardus dan bubble wrap tebal.,5,1,barang bagus sesuai packing sangat aman dobel kardus bubble wrap tebal,1,1
687,expirednya april 2021 ☹,2,1,expirednya april,0,0
688,"Mantap packing baik, pakai kardus dan bubblerap. tapi barang isinya keluar sedikit",5,1,mantap packing baik pakai kardus bubblerap barang isi keluar sedikit,1,1
689,"Pengirimannya cepat, barang yang sampai sesuai pesanan, dan dijamim original. barusan coba pakai, wangi banget minyaknya. thanks ya, suskes terus.. ",5,1,kirim cepat barang sampai sesuai pesan dijamim original barusan coba pakai wangi banget minyak thanks suskes terus,1,1
690,"sesuai diskripsi, packing aman bgt, expired msh lama... terima kasih
",5,1,sesuai skripsi packing aman bgt expired msh lama terima kasih,1,1
691,"udah pake 3 kali puas, dan udah pesen 2 kali 👍👍",5,1,udah pake kali puas udah sen kali,1,1
692,"paketnya sudah sampai, dipacking dengan sangat baik, terima kasih kak.",5,1,paket sampai dipacking sangat baik terima kasih kak,1,1
693,"Pengiriman sgt cepat, produk aman sampai tujuan ",5,1,kirim sgt cepat produk aman tuju,1,1
694,kapok beli menjelang natal dan tahun baru.. lama banget nyampenua krn banyak tgl merah/pake wahana,3,1,kapok beli jelang natal tahun baru lama banget nyampenua krn banyak tgl merahpake wahana,0,0
695,tidak sesuai pesanan,2,1,sesuai pesan,0,1
696,bubuk tehnya pada kluar dari saringan,3,1,bubuk teh kluar saring,0,0
697,"mantap, harga murah dan pengiriman cepat",5,1,mantap harga murah kirim cepat,1,1
698,parah bgt exp nya mepet bgt besok bln april huu,3,1,parah bgt nya mepet bgt besok bln april huu,0,0
699,nyampenya lama banget,3,1,nyampenya lama banget,0,0
700,"respon lambat, pengiriman super lambat, barang ok, harga mantap. tq seller",3,1,respon lambat kirim super lambat barang harga mantap tq seller,0,0
701,pesan 2 bundle atau isi 6 botol dikirimnya 5 botol dan 1 body spray. mustinya  diinfokan kalau stok kurang dan ada produk pengganti. ini main kirim aja tanpa pemberitahua... ,1,1,pesan bundle isi botol kirim botol body spray mustinya info kalau stok kurang ada produk ganti main kirim aja pemberitahua,0,0
702,"paket sdh sy terima,packing rapih & aman.thx",5,1,paket sdh sy terimapacking rapih amanthx,1,1
703,Trimakasih Mustika ratu. Pengiriman cepat.dikasih hadiah body spray🤩 ,5,1,trimakasih mustika ratu kirim cepatdikasih hadiah body spray,1,1
704,"respon penjual cepat, packing rapih, pengiriman cepat",5,1,respon jual cepat packing rapih kirim cepat,1,1
705,"pengiriman cepat
origin al
berfungsi dengan baik
terima kasih",5,1,kirim cepat origin al fungsi baik terima kasih,1,1
706,Harganya lebih murah jadi seneng belanja disini 👍,5,1,harga lebih murah jadi neng belanja sini,1,1
707,Trims. Dpt bonus akhir tahun. Terima kasih untuk semuanya cash back yg luar biasa juga. Bonus spray. Sukses mustika ratu,5,1,trims dpt bonus akhir tahun terima kasih semua cash back luar biasa bonus spray sukses mustika ratu,1,1
708,Pengemasan sangat bagus dan aman serta pengiriman super cepat. Terima kasih.,5,1,emas sangat bagus aman kirim super cepat terima kasih,1,1
709,selalu puas order disini... cepat & aman... makasih juga bonus nya ya.. :) sehat & sukses selalu semuanya,5,1,selalu puas order sini cepat aman makasih bonus nya sehat sukses selalu semua,1,1
710,paket sesuai deskripsi,5,1,paket sesuai deskripsi,1,1
711,"Thx U Brg sdh smp dan disc pula ,sering2 ya promo ya....",5,1,thx u brg sdh smp disc sering promo,1,1
712,kenapa paketnya di coret coret ga sopan banget si kan saya sudah kasih alamat lengkap..kenapa di bilang ga lengkap,2,1,paket coret coret ga sopan banget si kan sudah kasih alamat lengkapkenapa bilang ga lengkap,0,0
